Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2022-05-22,New York,Americas,USA,Pharma Corporation,USMDGAJBQ4F4,Corporate,Healthcare,USD,370.52,10,Senior Unsecured,Floating,7.31,227.76,7.2,0.11,481.68,722.52,818.86,4.8,13.82,Co-Manager,True,False
2025-01-11,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPF3S9M8YI09,SSA,Sovereign,JPY,1410.94,3,Senior Unsecured,Floating,4.34,44.53,4.25,0.09,2539.69,5587.32,6349.23,4.76,35.25,Passive Bookrunner,False,False
2020-02-20,New York,Americas,Mexico,Retail Systems,MXT3FLWL91Q4,Corporate,Industrial,USD,417.54,5,Senior Secured,Fixed,6.78,183.5,6.67,0.11,542.8,814.2,922.76,3.75,36.33,Documentation Agent,True,False
2024-12-03,London,EMEA,Netherlands,Medical Innovations,NLH40S2T6574,Corporate,Technology,CHF,167.47,7,Senior Unsecured,Fixed,7.85,142.46,7.77,0.08,217.71,326.56,370.11,4.6,29.38,Co-Manager,False,True
2024-03-09,New York,Americas,USA,Cloud Innovations,USXP8IQFVAP7,Corporate,Technology,USD,83.2,10,Senior Unsecured,Fixed,3.8,115.39,3.71,0.09,108.16,162.24,183.87,3.0,15.18,Co-Manager,True,True
2021-11-29,Hong Kong,Asia-Pacific,China,ICBC Holdings,CNZYIYN62U87,FIG,Asset Management,CNY,262.87,30,Tier 2,Fixed,6.1,204.51,6.09,0.01,394.31,709.76,788.62,1.49,30.14,Active Bookrunner,True,True
2020-11-12,Hong Kong,Asia-Pacific,Japan,Bio Systems,JPWOE58OAGP0,Corporate,Technology,CNY,429.37,10,Senior Unsecured,Zero-Coupon,5.27,110.81,5.13,0.14,558.18,837.27,948.91,4.02,42.76,Co-Manager,True,False
2022-02-27,London,EMEA,Switzerland,Cyber Systems,CHZE50K61FT3,Corporate,Healthcare,USD,63.35,10,Senior Subordinated,Fixed,4.96,187.72,4.87,0.09,82.36,123.54,140.01,2.97,13.65,Passive,True,True
2024-08-20,New York,Americas,USA,Manufacturing Corporation,USTIWTLINJ17,Corporate,Industrial,EUR,62.68,5,Senior Subordinated,Fixed,6.29,171.08,6.19,0.1,81.48,122.22,138.52,3.35,35.07,None,False,False
2025-02-22,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Financial,HK696J5EAT60,FIG,Financial Services,HKD,161.15,3,Senior Preferred,Fixed,4.05,100.28,4.01,0.04,241.73,435.11,483.46,2.16,40.08,Active Bookrunner,True,False
2024-03-22,London,EMEA,France,Brands Innovations,FRO5NYMMFUQ2,Corporate,Consumer,USD,221.62,1,Senior Unsecured,Fixed,5.04,184.6,4.92,0.12,288.11,432.17,489.79,4.83,38.37,None,True,False
2020-12-05,Hong Kong,Asia-Pacific,South Korea,Metropolitan Banking Corp,KR2RW556PNB3,FIG,Insurance,USD,199.4,7,Tier 2,Floating,7.54,61.99,7.53,0.01,299.1,538.38,598.2,1.28,24.7,Co-Manager,False,False
2022-02-04,Hong Kong,Asia-Pacific,China,ABC Group,CNFG7I2HVIK0,FIG,Financial Services,USD,366.08,10,Senior Preferred,Fixed,5.93,160.99,5.9,0.03,549.12,988.42,1098.24,1.76,19.54,Co-Manager,False,True
2025-02-09,New York,Americas,Brazil,Consumer Systems,BRUKR8IEU120,Corporate,Consumer,MXN,551.13,1,Senior Unsecured,Fixed,6.56,115.18,6.53,0.03,716.47,1074.7,1218.0,2.21,6.34,Passive Bookrunner,True,False
2022-07-23,Hong Kong,Asia-Pacific,China,Engineering Innovations,CNE57B6WZLO6,Corporate,Healthcare,USD,452.23,10,Senior Unsecured,Floating,6.2,128.64,6.18,0.02,587.9,881.85,999.43,2.01,21.3,Global Coordinator,True,True
2022-02-21,New York,Americas,Canada,Engineering Solutions,CAAALZGRMC72,Corporate,Technology,EUR,313.18,20,Senior Secured,Fixed,4.99,105.15,4.96,0.03,407.13,610.69,692.12,1.55,44.08,Co-Manager,True,False
2022-06-09,Hong Kong,Asia-Pacific,China,Industrial Systems,CN3IZBT1KT73,Corporate,Healthcare,CNY,157.06,7,Senior Unsecured,Floating,2.06,115.85,2.06,0.0,204.18,306.27,347.11,1.2,25.04,Active Bookrunner,True,True
2020-02-14,London,EMEA,Germany,Industrial Innovations,DE0UR99YAEC2,Corporate,Utilities,USD,239.6,10,Junior Subordinated,Fixed,2.02,111.65,1.98,0.04,311.48,467.22,529.52,2.07,26.45,Passive Bookrunner,True,False
2022-01-11,Hong Kong,Asia-Pacific,China,Consumer Systems,CNVPKFA2M7K1,Corporate,Healthcare,HKD,353.39,3,Senior Unsecured,Fixed,5.27,162.65,5.2,0.07,459.41,689.12,781.0,3.77,47.86,Co-Manager,False,True
2021-08-09,New York,Americas,USA,Cyber Corporation,USLWMK6SF9N7,Corporate,Consumer,USD,350.0,1,Senior Unsecured,Zero-Coupon,2.28,141.74,2.19,0.09,455.0,682.5,773.5,4.22,5.84,Passive Bookrunner,True,False
2021-09-18,New York,Americas,USA,Health Innovations,USIOKGN2YEN9,Corporate,Industrial,EUR,187.64,3,Junior Subordinated,Zero-Coupon,5.78,118.83,5.77,0.01,243.93,365.89,414.68,1.23,26.0,Co-Manager,False,False
2025-01-01,London,EMEA,United Arab Emirates,Global Systems,AEAACJ72HLS4,Corporate,Oil & Gas,EUR,379.1,10,Junior Subordinated,Fixed,3.94,186.85,3.89,0.05,492.83,739.25,837.81,2.67,40.44,None,False,False
2020-02-29,Hong Kong,Asia-Pacific,Singapore,Health Systems,SGOAZFUUZWP7,Corporate,Consumer,CNY,317.89,10,Senior Unsecured,Fixed,7.63,178.93,7.55,0.08,413.26,619.89,702.54,3.86,10.62,None,False,True
2025-02-18,Hong Kong,Asia-Pacific,China,Bank of China Banking Corp,CN8YOALH2VG5,FIG,Insurance,CNY,176.69,10,Senior Preferred,Fixed,2.12,87.33,2.07,0.05,265.03,477.05,530.06,2.93,45.42,Co-Manager,True,False
2020-10-19,London,EMEA,France,UNEDIC,FRG3FIMLCBI2,SSA,Sovereign,EUR,236.84,10,Senior Unsecured,Fixed,5.21,56.28,5.12,0.09,426.31,937.88,1065.78,2.99,17.0,Passive Bookrunner,True,False
2024-02-05,Hong Kong,Asia-Pacific,China,CCB Group,CN34EI2BRSV3,FIG,Asset Management,HKD,179.03,10,Senior Preferred,Floating,2.41,97.2,2.31,0.1,268.55,483.39,537.1,3.85,27.37,Co-Manager,True,False
2020-04-29,Hong Kong,Asia-Pacific,Hong Kong,Manufacturing Innovations,HKA2EO4CYTN6,Corporate,Technology,JPY,50.35,5,Senior Secured,Fixed,2.92,130.11,2.87,0.05,65.45,98.18,111.27,2.26,41.39,Co-Manager,False,False
2020-11-07,New York,Americas,Mexico,Digital Solutions,MXVDCK1040V7,Corporate,Consumer,EUR,453.12,10,Senior Unsecured,Fixed,5.14,189.0,5.08,0.06,589.06,883.59,1001.4,2.63,38.02,Passive,True,False
2025-01-04,Hong Kong,Asia-Pacific,Singapore,Cyber Corporation,SGTFRSA8ZFA8,Corporate,Industrial,USD,299.78,5,Senior Unsecured,Fixed,6.35,107.09,6.2,0.15,389.71,584.56,662.51,4.12,39.59,Passive Bookrunner,False,False
2022-09-29,Hong Kong,Asia-Pacific,China,Retail Solutions,CNQCNJBPS0Q1,Corporate,Technology,USD,232.29,10,Senior Unsecured,Floating,3.24,95.23,3.18,0.06,301.98,452.97,513.37,2.21,7.2,None,True,False
2023-12-24,London,EMEA,UK,Consumer Systems,GB1ZRIYDRUD2,Corporate,Consumer,USD,352.98,1,Senior Secured,Fixed,2.35,109.5,2.16,0.19,458.87,688.31,780.08,4.82,19.46,Co-Manager,False,False
2021-11-08,London,EMEA,France,Global Holdings,FRRWISENOA24,FIG,Banks,EUR,216.05,5,Senior Preferred,Fixed,5.71,129.09,5.69,0.02,324.08,583.34,648.16,1.9,37.12,Active Bookrunner,True,False
2021-12-26,New York,Americas,USA,Medical Systems,USS2FMQLOAE0,Corporate,Technology,USD,384.6,5,Senior Unsecured,Zero-Coupon,3.11,155.24,3.1,0.01,499.98,749.97,849.97,1.32,6.96,Active Bookrunner,True,True
2021-10-01,Hong Kong,Asia-Pacific,Hong Kong,Manufacturing Solutions,HKEGURT1RWV6,Corporate,Consumer,CNY,225.91,5,Senior Unsecured,Floating,7.15,96.22,7.12,0.03,293.68,440.52,499.26,2.21,40.97,Co-Manager,True,False
2021-09-11,Hong Kong,Asia-Pacific,China,Government of China,CN7456BFYW34,SSA,Sovereign,HKD,1133.11,7,Senior Unsecured,Fixed,3.58,50.18,3.42,0.16,2039.6,4487.12,5099.0,4.72,30.55,Passive Bookrunner,True,False
2023-09-28,Hong Kong,Asia-Pacific,Singapore,Tech Solutions,SG0OT1K8HCD1,Corporate,Consumer,CNY,632.5,10,Senior Unsecured,Fixed,2.7,128.64,2.56,0.14,822.25,1233.38,1397.83,4.5,25.27,Active Bookrunner,True,False
2025-02-09,New York,Americas,Canada,Brands Corporation,CACHJ31OLE17,Corporate,Consumer,EUR,293.86,5,Senior Subordinated,Zero-Coupon,3.59,205.56,3.5,0.09,382.02,573.03,649.43,3.47,28.64,Passive Bookrunner,True,False
2021-09-04,New York,Americas,Chile,Retail Corporation,XXC4AG1QICX0,Corporate,Industrial,USD,476.0,30,Senior Unsecured,Fixed,3.77,149.04,3.69,0.08,618.8,928.2,1051.96,4.15,6.69,Documentation Agent,False,False
2023-10-28,London,EMEA,Saudi Arabia,Global Solutions,SAVSSQ6I3AB7,Corporate,Oil & Gas,GBP,250.03,20,Senior Unsecured,Fixed,4.88,127.53,4.81,0.07,325.04,487.56,552.57,3.3,14.09,None,False,False
2023-03-27,New York,Americas,USA,Bank of Holdings,USA7JK83MVQ3,FIG,Asset Management,USD,319.17,20,Senior Preferred,Fixed,5.41,70.2,5.39,0.02,478.75,861.75,957.5,1.44,14.5,Documentation Agent,True,False
2023-04-27,Hong Kong,Asia-Pacific,Hong Kong,Medical Systems,HKZZ8WXQDQ84,Corporate,Healthcare,HKD,118.51,20,Senior Unsecured,Floating,6.94,150.46,6.83,0.11,154.06,231.09,261.9,4.38,34.76,Active Bookrunner,False,True
2021-03-22,Hong Kong,Asia-Pacific,Japan,Manufacturing Corporation,JP26RVPBANX7,Corporate,Industrial,CNY,438.93,5,Senior Unsecured,Floating,5.34,181.47,5.31,0.03,570.61,855.91,970.04,1.75,22.69,Passive,True,False
2021-05-09,New York,Americas,Mexico,Global Financial,MXIZJEZ909O9,FIG,Asset Management,USD,266.75,10,Senior Preferred,Fixed,3.04,136.13,2.96,0.08,400.12,720.22,800.24,4.94,40.27,None,True,False
2020-12-09,Hong Kong,Asia-Pacific,Singapore,Metropolitan Holdings,SG80WC84AYU2,FIG,Asset Management,HKD,175.09,7,Senior Preferred,Fixed,7.7,151.05,7.54,0.16,262.63,472.73,525.26,4.65,26.51,None,True,False
2022-08-13,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPO6NLPVEC98,SSA,Sovereign,CNY,451.13,10,Senior Unsecured,Zero-Coupon,6.93,41.44,6.91,0.02,812.03,1786.47,2030.07,1.49,33.23,Passive Bookrunner,True,False
2025-02-18,New York,Americas,Canada,Metropolitan Holdings,CAVOQJ4F2XZ3,FIG,Asset Management,USD,316.29,10,Tier 2,Floating,7.47,86.38,7.44,0.03,474.44,853.99,948.88,1.7,31.24,Co-Manager,True,False
2022-11-04,New York,Americas,Canada,Cyber Innovations,CA1I7W10PE81,Corporate,Industrial,USD,165.88,10,Senior Unsecured,Fixed,5.0,188.21,4.99,0.01,215.64,323.46,366.59,1.34,31.72,Co-Manager,True,True
2022-02-09,Hong Kong,Asia-Pacific,Hong Kong,Health Innovations,HKDFZJOIGO56,Corporate,Industrial,CNY,310.86,10,Senior Unsecured,Fixed,5.95,152.71,5.84,0.11,404.12,606.18,687.0,3.36,15.23,None,True,False
2020-02-14,Hong Kong,Asia-Pacific,Singapore,Medical Systems,SGJQYCRHO7A8,Corporate,Healthcare,JPY,306.47,3,Senior Unsecured,Fixed,6.38,182.22,6.36,0.02,398.41,597.62,677.3,1.64,29.44,Passive Bookrunner,True,True
2022-08-11,Hong Kong,Asia-Pacific,Hong Kong,Engineering Corporation,HK84GD5YSHG7,Corporate,Consumer,HKD,211.47,3,Senior Unsecured,Fixed,5.7,92.3,5.58,0.12,274.91,412.37,467.35,4.38,26.15,Passive,True,True
2023-07-17,London,EMEA,Switzerland,Continental Holdings,CHLLYA85BEK8,FIG,Insurance,EUR,166.62,1,Senior Preferred,Zero-Coupon,2.81,126.66,2.79,0.02,249.93,449.87,499.86,1.96,28.8,Passive Bookrunner,False,False
2020-05-19,London,EMEA,United Arab Emirates,Metropolitan Banking Corp,AE1F8BV5ZHP6,FIG,Financial Services,USD,161.11,5,Tier 2,Fixed,3.67,96.37,3.62,0.05,241.67,435.01,483.34,2.01,24.62,Active Bookrunner,False,True
2021-03-23,London,EMEA,Germany,Global Corporation,DEF83GAEDML0,Corporate,Industrial,USD,447.27,10,Senior Unsecured,Fixed,6.19,201.97,6.12,0.07,581.45,872.18,988.47,3.79,29.87,None,False,False
2023-01-30,New York,Americas,Brazil,Manufacturing Systems,BRL9GM5HN1D5,Corporate,Healthcare,EUR,320.57,7,Senior Unsecured,Fixed,2.49,80.88,2.43,0.06,416.74,625.11,708.46,2.78,15.71,Co-Manager,False,False
2024-08-31,London,EMEA,Switzerland,Brands Innovations,CH4L6G9H8LY4,Corporate,Technology,EUR,493.64,5,Senior Unsecured,Fixed,7.9,186.42,7.89,0.01,641.73,962.6,1090.94,1.35,49.52,Passive Bookrunner,False,False
2025-02-07,New York,Americas,USA,Freddie Mac,USOT948U6B15,SSA,Sovereign,CAD,469.81,5,Senior Unsecured,Fixed,6.66,19.32,6.65,0.01,845.66,1860.45,2114.15,1.24,25.63,Global Coordinator,False,False
2022-05-31,New York,Americas,USA,Cyber Corporation,USDEI4VXU4V7,Corporate,Technology,CAD,435.34,5,Senior Unsecured,Fixed,5.25,192.55,5.19,0.06,565.94,848.91,962.1,3.08,28.1,None,False,False
2025-02-20,London,EMEA,France,Metropolitan Financial,FRZB6UXQRKU9,FIG,Asset Management,EUR,290.91,5,Tier 2,Fixed,7.1,152.28,7.09,0.01,436.37,785.47,872.74,1.17,12.67,Passive Bookrunner,True,False
2022-08-04,London,EMEA,UK,Barclays Banking Corp,GB2JMXS7S8W9,FIG,Financial Services,EUR,322.53,10,Additional Tier 1,Fixed,4.5,102.48,4.36,0.14,483.79,870.82,967.58,4.94,28.68,Passive Bookrunner,True,False
2025-02-17,London,EMEA,Saudi Arabia,Government of Saudi Arabia,SAQN5Y4LAWR8,SSA,Sovereign,EUR,1083.44,3,Senior Unsecured,Fixed,2.08,35.19,1.96,0.12,1950.19,4290.42,4875.48,4.62,20.3,None,True,False
2022-08-11,Hong Kong,Asia-Pacific,China,Bank of China Holdings,CNQLYLEWFVB2,FIG,Asset Management,USD,136.21,10,Tier 2,Fixed,6.26,111.01,6.22,0.04,204.31,367.76,408.62,2.26,49.49,Passive Bookrunner,False,False
2023-08-18,London,EMEA,Germany,Continental Financial,DEQO1DU7V8F0,FIG,Banks,EUR,231.96,3,Senior Preferred,Zero-Coupon,5.89,90.79,5.79,0.1,347.94,626.29,695.88,3.62,18.32,Passive Bookrunner,True,True
2021-02-22,Hong Kong,Asia-Pacific,Hong Kong,Pharma Innovations,HKZPRRT2L2I2,Corporate,Technology,CNY,465.6,7,Senior Unsecured,Floating,4.4,197.15,4.34,0.06,605.28,907.92,1028.98,2.51,11.4,Co-Manager,True,True
2023-08-29,New York,Americas,USA,Medical Systems,US1BX6AZ8YG0,Corporate,Consumer,USD,311.9,10,Senior Subordinated,Fixed,6.37,117.71,6.31,0.06,405.47,608.21,689.3,3.2,35.88,Passive,True,True
2021-07-10,Hong Kong,Asia-Pacific,Hong Kong,Bio Innovations,HKADGP56EFI7,Corporate,Healthcare,HKD,235.03,5,Senior Unsecured,Fixed,4.67,96.3,4.65,0.02,305.54,458.31,519.42,1.67,23.01,Passive Bookrunner,False,False
2023-07-01,London,EMEA,United Arab Emirates,Global Systems,AEJZNUE5RAU0,Corporate,Oil & Gas,EUR,417.56,10,Senior Unsecured,Fixed,3.31,152.84,3.22,0.09,542.83,814.25,922.81,3.2,29.64,Co-Manager,False,False
2022-03-14,New York,Americas,USA,Federal Home Loan Bank,US6SV8FLOCV8,SSA,Sovereign,EUR,1218.0,10,Senior Unsecured,Fixed,2.16,15.14,2.1,0.06,2192.4,4823.28,5481.0,2.37,28.22,Passive,True,False
2024-07-11,New York,Americas,Chile,Engineering Systems,XX8UNCQS6514,Corporate,Industrial,MXN,406.8,10,Senior Unsecured,Fixed,5.62,121.36,5.48,0.14,528.84,793.26,899.03,4.91,5.89,None,True,True
2023-05-22,New York,Americas,Canada,Metropolitan Banking Corp,CAX0B3CIPTN7,FIG,Financial Services,USD,229.62,5,Senior Preferred,Fixed,7.85,115.99,7.83,0.02,344.43,619.97,688.86,1.37,5.02,Global Coordinator,True,True
2021-06-26,Hong Kong,Asia-Pacific,Hong Kong,Brands Corporation,HKY7IYGC9G67,Corporate,Consumer,USD,353.5,10,Senior Subordinated,Fixed,3.38,213.17,3.31,0.07,459.55,689.33,781.24,3.4,49.45,None,True,True
2025-01-03,London,EMEA,Germany,Manufacturing Innovations,DEOE2HK724D3,Corporate,Consumer,GBP,481.42,7,Senior Unsecured,Fixed,4.28,132.85,4.26,0.02,625.85,938.78,1063.94,1.46,46.28,None,True,False
2022-06-21,New York,Americas,USA,Freddie Mac,USSJVBC82SG0,SSA,Sovereign,USD,532.14,5,Senior Unsecured,Fixed,4.62,21.38,4.6,0.02,957.85,2107.27,2394.62,1.73,11.54,Passive Bookrunner,True,True
2024-04-27,New York,Americas,Canada,Health Innovations,CAOPST9LIFI9,Corporate,Technology,EUR,254.28,10,Senior Unsecured,Fixed,7.11,215.85,7.11,0.0,330.56,495.84,561.95,1.03,11.65,None,True,False
2021-08-08,New York,Americas,Mexico,Bio Systems,MXS5R25ZFC14,Corporate,Healthcare,USD,59.26,5,Senior Unsecured,Fixed,6.33,214.79,6.18,0.15,77.04,115.56,130.97,4.68,44.58,Passive Bookrunner,False,True
2021-02-02,Hong Kong,Asia-Pacific,Hong Kong,Retail Systems,HK7P7SWVTQQ4,Corporate,Healthcare,HKD,556.25,1,Senior Subordinated,Zero-Coupon,2.82,201.18,2.63,0.19,723.12,1084.68,1229.3,4.74,23.72,Active Bookrunner,True,True
2021-12-20,Hong Kong,Asia-Pacific,Hong Kong,Continental Group,HKIVD44T2RI5,FIG,Banks,JPY,181.92,10,Senior Preferred,Fixed,7.53,168.22,7.45,0.08,272.88,491.18,545.76,4.47,25.94,Active Bookrunner,True,False
2020-06-29,London,EMEA,Germany,Global Systems,DEIHPY36Z6C6,Corporate,Consumer,USD,443.45,5,Senior Subordinated,Floating,2.63,174.21,2.56,0.07,576.49,864.74,980.03,3.5,27.12,Passive,True,False
2025-02-23,Hong Kong,Asia-Pacific,Hong Kong,Manufacturing Innovations,HKSNML4C7F48,Corporate,Technology,JPY,556.18,7,Senior Unsecured,Fixed,7.55,134.8,7.42,0.13,723.03,1084.55,1229.15,4.34,46.51,Passive Bookrunner,False,False
2025-01-13,New York,Americas,USA,Medical Solutions,USCHY3T5Q212,Corporate,Healthcare,EUR,572.29,30,Senior Secured,Fixed,7.24,188.36,7.18,0.06,743.98,1115.97,1264.77,2.92,29.37,Active Bookrunner,True,False
2021-02-23,London,EMEA,Germany,Metropolitan Financial,DEIJ88AGT3J5,FIG,Financial Services,EUR,315.61,30,Senior Preferred,Floating,7.04,80.48,6.96,0.08,473.42,852.16,946.84,3.0,16.46,Passive,True,True
2020-11-28,New York,Americas,Canada,Continental Financial,CA337AZ2B0F5,FIG,Financial Services,USD,245.29,10,Senior Preferred,Fixed,4.7,62.85,4.58,0.12,367.94,662.29,735.88,4.66,9.69,None,True,False
2020-09-08,New York,Americas,USA,Engineering Innovations,USO25NA8KY66,Corporate,Healthcare,USD,165.36,30,Senior Unsecured,Fixed,3.98,190.35,3.88,0.1,214.97,322.45,365.45,3.14,5.48,None,False,False
2021-09-23,Hong Kong,Asia-Pacific,China,Tech Innovations,CNOWVHD7B4I8,Corporate,Healthcare,CNY,442.07,5,Senior Unsecured,Fixed,2.32,216.41,2.19,0.13,574.69,862.04,976.97,4.56,6.72,Co-Manager,True,False
2024-06-18,London,EMEA,Germany,Metropolitan Financial,DEF1CLNVXNZ9,FIG,Asset Management,CHF,168.13,5,Senior Non-Preferred,Zero-Coupon,2.15,80.17,2.09,0.06,252.19,453.94,504.38,2.37,33.31,Passive Bookrunner,True,True
2021-11-04,Hong Kong,Asia-Pacific,Hong Kong,Industrial Corporation,HKFL0XN3CQY8,Corporate,Consumer,CNY,80.2,10,Senior Unsecured,Fixed,7.45,130.15,7.37,0.08,104.26,156.39,177.24,2.97,7.7,Passive Bookrunner,True,False
2023-02-15,Hong Kong,Asia-Pacific,China,Digital Innovations,CN8G0YI0DG94,Corporate,Healthcare,CNY,427.75,1,Senior Unsecured,Fixed,6.3,118.97,6.15,0.15,556.08,834.12,945.34,4.29,42.37,Passive,True,True
2025-02-18,London,EMEA,United Arab Emirates,Global Systems,AEIFKATV82H4,Corporate,Oil & Gas,GBP,441.43,5,Senior Unsecured,Fixed,4.59,152.85,4.57,0.02,573.86,860.79,975.56,1.7,8.92,None,False,False
2024-04-25,New York,Americas,Chile,Metropolitan Banking Corp,XXBK4UFSVUX1,FIG,Financial Services,USD,172.09,3,Tier 2,Fixed,5.45,59.86,5.37,0.08,258.13,464.63,516.26,3.36,14.76,Co-Manager,False,False
2023-07-24,New York,Americas,USA,Tech Corporation,USK7596D4HT9,Corporate,Consumer,USD,460.01,5,Senior Unsecured,Fixed,6.58,188.36,6.47,0.11,598.01,897.01,1016.62,4.94,31.66,Passive,True,False
2024-05-30,London,EMEA,UK,Global Solutions,GBZXFCN0EAH7,Corporate,Utilities,CHF,352.33,30,Senior Secured,Floating,6.14,111.04,6.06,0.08,458.03,687.04,778.65,2.76,13.46,Co-Manager,True,False
2024-05-06,New York,Americas,Canada,Global Financial,CA4OYIZ9IYC7,FIG,Banks,EUR,216.0,10,Senior Preferred,Fixed,5.36,93.13,5.34,0.02,324.0,583.2,648.0,1.79,43.0,Co-Manager,True,False
2025-02-15,London,EMEA,UK,Lloyds Financial,GBQVAUGS6642,FIG,Asset Management,EUR,336.52,10,Senior Preferred,Fixed,4.52,94.59,4.52,0.0,504.78,908.6,1009.56,1.1,43.79,None,False,True
2022-09-27,London,EMEA,United Arab Emirates,Global Systems,AETBZOPSO6J6,Corporate,Oil & Gas,EUR,192.89,3,Senior Unsecured,Fixed,4.0,139.13,3.87,0.13,250.76,376.14,426.29,4.56,6.68,Co-Manager,True,True
2025-01-25,Hong Kong,Asia-Pacific,Hong Kong,Tech Innovations,HKHNCONDNBH6,Corporate,Healthcare,HKD,69.95,5,Senior Unsecured,Fixed,4.1,146.36,4.06,0.04,90.94,136.41,154.6,2.03,16.11,None,False,True
2024-06-08,London,EMEA,Saudi Arabia,Global Group,SAYWL94MOPA0,FIG,Financial Services,USD,127.53,5,Senior Preferred,Fixed,5.14,83.1,5.03,0.11,191.3,344.34,382.6,4.2,10.66,Passive Bookrunner,True,False
2022-05-23,Hong Kong,Asia-Pacific,China,Government of China,CNU4WA2GBZU6,SSA,Sovereign,HKD,1378.95,1,Senior Unsecured,Fixed,6.82,40.81,6.68,0.14,2482.11,5460.64,6205.28,4.16,47.62,Co-Manager,True,False
2022-03-11,New York,Americas,Mexico,Metropolitan Banking Corp,MX7LXMZKG8J9,FIG,Financial Services,USD,201.13,30,Tier 2,Fixed,6.17,94.56,5.99,0.18,301.69,543.04,603.38,4.88,20.43,None,True,False
2022-11-03,New York,Americas,USA,Medical Corporation,USQXK1VIY3Z8,Corporate,Consumer,CAD,281.47,5,Senior Secured,Zero-Coupon,7.11,141.34,7.1,0.01,365.91,548.87,622.05,1.21,48.47,None,True,True
2021-02-13,New York,Americas,Chile,Brands Systems,XX8UUD7KW643,Corporate,Industrial,EUR,574.19,5,Senior Unsecured,Fixed,5.21,132.92,5.15,0.06,746.45,1119.68,1268.97,2.89,27.14,Co-Manager,False,True
2025-01-07,New York,Americas,USA,Citi Financial,USSE094588Y8,FIG,Banks,CAD,343.93,7,Senior Preferred,Fixed,2.46,98.47,2.36,0.1,515.89,928.6,1031.78,4.73,34.23,Active Bookrunner,False,False
2020-06-11,Hong Kong,Asia-Pacific,Hong Kong,Continental Banking Corp,HK83Y7418GR7,FIG,Financial Services,CNY,193.75,7,Senior Preferred,Fixed,3.45,65.5,3.42,0.03,290.62,523.12,581.24,2.34,34.24,Global Coordinator,True,False
2024-06-02,New York,Americas,Mexico,Retail Innovations,MXFP64THU9Q6,Corporate,Technology,EUR,50.52,1,Senior Unsecured,Floating,2.06,201.2,1.95,0.11,65.68,98.52,111.66,4.03,25.12,None,True,False
2021-09-13,London,EMEA,France,Engineering Corporation,FRFR41B86IS9,Corporate,Consumer,USD,373.48,20,Senior Unsecured,Fixed,2.36,243.0,2.31,0.05,485.52,728.28,825.38,2.9,41.54,Active Bookrunner,True,False
2024-12-01,London,EMEA,Germany,Continental Holdings,DERM43GMEFG2,FIG,Banks,EUR,269.03,5,Additional Tier 1,Fixed,3.03,78.29,2.85,0.18,403.54,726.37,807.08,4.71,5.45,Passive,True,True
2024-04-01,London,EMEA,France,Global Solutions,FRFFQ0NEZH19,Corporate,Utilities,GBP,428.25,10,Senior Unsecured,Zero-Coupon,4.45,156.37,4.35,0.1,556.73,835.1,946.44,4.72,15.37,Passive Bookrunner,True,False
2022-03-13,Hong Kong,Asia-Pacific,Singapore,Cyber Innovations,SGHYG1HB3Z30,Corporate,Industrial,CNY,517.11,5,Senior Unsecured,Fixed,7.32,164.1,7.3,0.02,672.24,1008.36,1142.81,1.79,44.93,None,True,True
2023-07-24,New York,Americas,Canada,Cloud Systems,CAPV2XN7YRP6,Corporate,Consumer,EUR,244.22,10,Senior Secured,Fixed,5.99,175.81,5.93,0.06,317.49,476.24,539.73,3.16,12.08,Passive,True,False
2024-09-29,New York,Americas,USA,Medical Solutions,US0E9H2BVWV8,Corporate,Consumer,USD,151.42,5,Senior Unsecured,Fixed,7.78,171.73,7.64,0.14,196.85,295.27,334.64,4.19,37.74,None,True,False
2021-06-09,New York,Americas,Chile,Tech Innovations,XXRQ53UTIUM9,Corporate,Consumer,USD,115.99,5,Senior Unsecured,Fixed,4.11,171.18,4.03,0.08,150.79,226.19,256.34,4.04,18.27,Passive Bookrunner,True,False
2023-06-13,Hong Kong,Asia-Pacific,Japan,MUFG Holdings,JPOPXNCCRBF1,FIG,Financial Services,JPY,176.03,5,Senior Non-Preferred,Zero-Coupon,4.11,76.36,4.04,0.07,264.05,475.29,528.1,2.56,36.7,Active Bookrunner,True,True
2022-08-26,London,EMEA,UK,Retail Systems,GBEVKSO8AP92,Corporate,Consumer,GBP,365.39,10,Senior Unsecured,Fixed,5.68,155.13,5.61,0.07,475.01,712.51,807.52,3.52,24.38,None,False,False
